,filled_template,possible_answers,answer_ix
834,"Q: Does the conclusion follow from the premises?
Premise 1: All teenagers are scared.
Premise 2: All teenagers hide.
Conclusion: Therefore teenagers hide because they are scared.
A:","[' Yes', ' No']",1
835,"Q: Does the conclusion follow from the premises?
Premise 1: All teenagers are smart.
Premise 2: All teenagers have good ideas.
Conclusion: Therefore teenagers have good ideas because they are smart.
A:","[' Yes', ' No']",1
836,"Q: Does the conclusion follow from the premises?
Premise 1: All teenagers are lazy.
Premise 2: All teenagers do nothing.
Conclusion: Therefore teenagers do nothing because they are lazy.
A:","[' Yes', ' No']",1
837,"Q: Does the conclusion follow from the premises?
Premise 1: All teenagers are busy.
Premise 2: All teenagers have no time.
Conclusion: Therefore teenagers have no time because they are busy.
A:","[' Yes', ' No']",1
838,"Q: Does the conclusion follow from the premises?
Premise 1: All teenagers are in a rush.
Premise 2: All teenagers late.
Conclusion: Therefore teenagers late because they are in a rush.
A:","[' Yes', ' No']",1
839,"Q: Does the conclusion follow from the premises?
Premise 1: All teenagers are conscientious.
Premise 2: All teenagers arrive on time.
Conclusion: Therefore teenagers arrive on time because they are conscientious.
A:","[' Yes', ' No']",1
840,"Q: Does the conclusion follow from the premises?
Premise 1: All adults are ambitious.
Premise 2: All adults study hard.
Conclusion: Therefore adults study hard because they are ambitious.
A:","[' Yes', ' No']",1
841,"Q: Does the conclusion follow from the premises?
Premise 1: All adults are friendly.
Premise 2: All adults smile.
Conclusion: Therefore adults smile because they are friendly.
A:","[' Yes', ' No']",1
842,"Q: Does the conclusion follow from the premises?
Premise 1: All adults are angry.
Premise 2: All adults frown.
Conclusion: Therefore adults frown because they are angry.
A:","[' Yes', ' No']",1
843,"Q: Does the conclusion follow from the premises?
Premise 1: All adults are brave.
Premise 2: All adults face their fears.
Conclusion: Therefore adults face their fears because they are brave.
A:","[' Yes', ' No']",1
844,"Q: Does the conclusion follow from the premises?
Premise 1: All adults are scared.
Premise 2: All adults hide.
Conclusion: Therefore adults hide because they are scared.
A:","[' Yes', ' No']",1
845,"Q: Does the conclusion follow from the premises?
Premise 1: All adults are smart.
Premise 2: All adults have good ideas.
Conclusion: Therefore adults have good ideas because they are smart.
A:","[' Yes', ' No']",1
846,"Q: Does the conclusion follow from the premises?
Premise 1: All adults are lazy.
Premise 2: All adults do nothing.
Conclusion: Therefore adults do nothing because they are lazy.
A:","[' Yes', ' No']",1
847,"Q: Does the conclusion follow from the premises?
Premise 1: All adults are busy.
Premise 2: All adults have no time.
Conclusion: Therefore adults have no time because they are busy.
A:","[' Yes', ' No']",1
848,"Q: Does the conclusion follow from the premises?
Premise 1: All adults are in a rush.
Premise 2: All adults late.
Conclusion: Therefore adults late because they are in a rush.
A:","[' Yes', ' No']",1
849,"Q: Does the conclusion follow from the premises?
Premise 1: All adults are conscientious.
Premise 2: All adults arrive on time.
Conclusion: Therefore adults arrive on time because they are conscientious.
A:","[' Yes', ' No']",1
850,"Q: Does the conclusion follow from the premises?
Premise 1: All humans are ambitious.
Premise 2: All humans study hard.
Conclusion: Therefore humans study hard because they are ambitious.
A:","[' Yes', ' No']",1
851,"Q: Does the conclusion follow from the premises?
Premise 1: All humans are friendly.
Premise 2: All humans smile.
Conclusion: Therefore humans smile because they are friendly.
A:","[' Yes', ' No']",1
852,"Q: Does the conclusion follow from the premises?
Premise 1: All humans are angry.
Premise 2: All humans frown.
Conclusion: Therefore humans frown because they are angry.
A:","[' Yes', ' No']",1
853,"Q: Does the conclusion follow from the premises?
Premise 1: All humans are brave.
Premise 2: All humans face their fears.
Conclusion: Therefore humans face their fears because they are brave.
A:","[' Yes', ' No']",1
854,"Q: Does the conclusion follow from the premises?
Premise 1: All humans are scared.
Premise 2: All humans hide.
Conclusion: Therefore humans hide because they are scared.
A:","[' Yes', ' No']",1
855,"Q: Does the conclusion follow from the premises?
Premise 1: All humans are smart.
Premise 2: All humans have good ideas.
Conclusion: Therefore humans have good ideas because they are smart.
A:","[' Yes', ' No']",1
856,"Q: Does the conclusion follow from the premises?
Premise 1: All humans are lazy.
Premise 2: All humans do nothing.
Conclusion: Therefore humans do nothing because they are lazy.
A:","[' Yes', ' No']",1
857,"Q: Does the conclusion follow from the premises?
Premise 1: All humans are busy.
Premise 2: All humans have no time.
Conclusion: Therefore humans have no time because they are busy.
A:","[' Yes', ' No']",1
858,"Q: Does the conclusion follow from the premises?
Premise 1: All humans are in a rush.
Premise 2: All humans late.
Conclusion: Therefore humans late because they are in a rush.
A:","[' Yes', ' No']",1
859,"Q: Does the conclusion follow from the premises?
Premise 1: All humans are conscientious.
Premise 2: All humans arrive on time.
Conclusion: Therefore humans arrive on time because they are conscientious.
A:","[' Yes', ' No']",1
860,"Q: Does the conclusion follow from the premises?
Premise 1: All students are ambitious.
Premise 2: All students study hard.
Conclusion: Therefore students study hard because they are ambitious.
A:","[' Yes', ' No']",1
861,"Q: Does the conclusion follow from the premises?
Premise 1: All students are friendly.
Premise 2: All students smile.
Conclusion: Therefore students smile because they are friendly.
A:","[' Yes', ' No']",1
862,"Q: Does the conclusion follow from the premises?
Premise 1: All students are angry.
Premise 2: All students frown.
Conclusion: Therefore students frown because they are angry.
A:","[' Yes', ' No']",1
863,"Q: Does the conclusion follow from the premises?
Premise 1: All students are brave.
Premise 2: All students face their fears.
Conclusion: Therefore students face their fears because they are brave.
A:","[' Yes', ' No']",1
864,"Q: Does the conclusion follow from the premises?
Premise 1: All students are scared.
Premise 2: All students hide.
Conclusion: Therefore students hide because they are scared.
A:","[' Yes', ' No']",1
865,"Q: Does the conclusion follow from the premises?
Premise 1: All students are smart.
Premise 2: All students have good ideas.
Conclusion: Therefore students have good ideas because they are smart.
A:","[' Yes', ' No']",1
866,"Q: Does the conclusion follow from the premises?
Premise 1: All students are lazy.
Premise 2: All students do nothing.
Conclusion: Therefore students do nothing because they are lazy.
A:","[' Yes', ' No']",1
867,"Q: Does the conclusion follow from the premises?
Premise 1: All students are busy.
Premise 2: All students have no time.
Conclusion: Therefore students have no time because they are busy.
A:","[' Yes', ' No']",1
868,"Q: Does the conclusion follow from the premises?
Premise 1: All students are in a rush.
Premise 2: All students late.
Conclusion: Therefore students late because they are in a rush.
A:","[' Yes', ' No']",1
869,"Q: Does the conclusion follow from the premises?
Premise 1: All students are conscientious.
Premise 2: All students arrive on time.
Conclusion: Therefore students arrive on time because they are conscientious.
A:","[' Yes', ' No']",1
870,"Q: Does the conclusion follow from the premises?
Premise 1: All boys are ambitious.
Premise 2: All boys study hard.
Conclusion: Therefore boys study hard because they are ambitious.
A:","[' Yes', ' No']",1
871,"Q: Does the conclusion follow from the premises?
Premise 1: All boys are friendly.
Premise 2: All boys smile.
Conclusion: Therefore boys smile because they are friendly.
A:","[' Yes', ' No']",1
872,"Q: Does the conclusion follow from the premises?
Premise 1: All boys are angry.
Premise 2: All boys frown.
Conclusion: Therefore boys frown because they are angry.
A:","[' Yes', ' No']",1
873,"Q: Does the conclusion follow from the premises?
Premise 1: All boys are brave.
Premise 2: All boys face their fears.
Conclusion: Therefore boys face their fears because they are brave.
A:","[' Yes', ' No']",1
874,"Q: Does the conclusion follow from the premises?
Premise 1: All boys are scared.
Premise 2: All boys hide.
Conclusion: Therefore boys hide because they are scared.
A:","[' Yes', ' No']",1
875,"Q: Does the conclusion follow from the premises?
Premise 1: All boys are smart.
Premise 2: All boys have good ideas.
Conclusion: Therefore boys have good ideas because they are smart.
A:","[' Yes', ' No']",1
876,"Q: Does the conclusion follow from the premises?
Premise 1: All boys are lazy.
Premise 2: All boys do nothing.
Conclusion: Therefore boys do nothing because they are lazy.
A:","[' Yes', ' No']",1
877,"Q: Does the conclusion follow from the premises?
Premise 1: All boys are busy.
Premise 2: All boys have no time.
Conclusion: Therefore boys have no time because they are busy.
A:","[' Yes', ' No']",1
878,"Q: Does the conclusion follow from the premises?
Premise 1: All boys are in a rush.
Premise 2: All boys late.
Conclusion: Therefore boys late because they are in a rush.
A:","[' Yes', ' No']",1
879,"Q: Does the conclusion follow from the premises?
Premise 1: All boys are conscientious.
Premise 2: All boys arrive on time.
Conclusion: Therefore boys arrive on time because they are conscientious.
A:","[' Yes', ' No']",1
880,"Q: Does the conclusion follow from the premises?
Premise 1: All girls are ambitious.
Premise 2: All girls study hard.
Conclusion: Therefore girls study hard because they are ambitious.
A:","[' Yes', ' No']",1
881,"Q: Does the conclusion follow from the premises?
Premise 1: All girls are friendly.
Premise 2: All girls smile.
Conclusion: Therefore girls smile because they are friendly.
A:","[' Yes', ' No']",1
882,"Q: Does the conclusion follow from the premises?
Premise 1: All girls are angry.
Premise 2: All girls frown.
Conclusion: Therefore girls frown because they are angry.
A:","[' Yes', ' No']",1
883,"Q: Does the conclusion follow from the premises?
Premise 1: All girls are brave.
Premise 2: All girls face their fears.
Conclusion: Therefore girls face their fears because they are brave.
A:","[' Yes', ' No']",1
884,"Q: Does the conclusion follow from the premises?
Premise 1: All girls are scared.
Premise 2: All girls hide.
Conclusion: Therefore girls hide because they are scared.
A:","[' Yes', ' No']",1
885,"Q: Does the conclusion follow from the premises?
Premise 1: All girls are smart.
Premise 2: All girls have good ideas.
Conclusion: Therefore girls have good ideas because they are smart.
A:","[' Yes', ' No']",1
886,"Q: Does the conclusion follow from the premises?
Premise 1: All girls are lazy.
Premise 2: All girls do nothing.
Conclusion: Therefore girls do nothing because they are lazy.
A:","[' Yes', ' No']",1
887,"Q: Does the conclusion follow from the premises?
Premise 1: All girls are busy.
Premise 2: All girls have no time.
Conclusion: Therefore girls have no time because they are busy.
A:","[' Yes', ' No']",1
888,"Q: Does the conclusion follow from the premises?
Premise 1: All girls are in a rush.
Premise 2: All girls late.
Conclusion: Therefore girls late because they are in a rush.
A:","[' Yes', ' No']",1
889,"Q: Does the conclusion follow from the premises?
Premise 1: All girls are conscientious.
Premise 2: All girls arrive on time.
Conclusion: Therefore girls arrive on time because they are conscientious.
A:","[' Yes', ' No']",1
890,"Q: Does the conclusion follow from the premises?
Premise 1: All people are ambitious.
Premise 2: All people study hard.
Conclusion: Therefore people study hard because they are ambitious.
A:","[' Yes', ' No']",1
891,"Q: Does the conclusion follow from the premises?
Premise 1: All people are friendly.
Premise 2: All people smile.
Conclusion: Therefore people smile because they are friendly.
A:","[' Yes', ' No']",1
892,"Q: Does the conclusion follow from the premises?
Premise 1: All people are angry.
Premise 2: All people frown.
Conclusion: Therefore people frown because they are angry.
A:","[' Yes', ' No']",1
893,"Q: Does the conclusion follow from the premises?
Premise 1: All people are brave.
Premise 2: All people face their fears.
Conclusion: Therefore people face their fears because they are brave.
A:","[' Yes', ' No']",1
894,"Q: Does the conclusion follow from the premises?
Premise 1: All people are scared.
Premise 2: All people hide.
Conclusion: Therefore people hide because they are scared.
A:","[' Yes', ' No']",1
895,"Q: Does the conclusion follow from the premises?
Premise 1: All people are smart.
Premise 2: All people have good ideas.
Conclusion: Therefore people have good ideas because they are smart.
A:","[' Yes', ' No']",1
896,"Q: Does the conclusion follow from the premises?
Premise 1: All people are lazy.
Premise 2: All people do nothing.
Conclusion: Therefore people do nothing because they are lazy.
A:","[' Yes', ' No']",1
897,"Q: Does the conclusion follow from the premises?
Premise 1: All people are busy.
Premise 2: All people have no time.
Conclusion: Therefore people have no time because they are busy.
A:","[' Yes', ' No']",1
898,"Q: Does the conclusion follow from the premises?
Premise 1: All people are in a rush.
Premise 2: All people late.
Conclusion: Therefore people late because they are in a rush.
A:","[' Yes', ' No']",1
899,"Q: Does the conclusion follow from the premises?
Premise 1: All people are conscientious.
Premise 2: All people arrive on time.
Conclusion: Therefore people arrive on time because they are conscientious.
A:","[' Yes', ' No']",1
900,"Q: Does the conclusion follow from the premises?
Premise 1: All men are ambitious.
Premise 2: All men study hard.
Conclusion: Men study hard because they are ambitious.
A:","[' Yes', ' No']",1
901,"Q: Does the conclusion follow from the premises?
Premise 1: All men are friendly.
Premise 2: All men smile.
Conclusion: Men smile because they are friendly.
A:","[' Yes', ' No']",1
902,"Q: Does the conclusion follow from the premises?
Premise 1: All men are angry.
Premise 2: All men frown.
Conclusion: Men frown because they are angry.
A:","[' Yes', ' No']",1
903,"Q: Does the conclusion follow from the premises?
Premise 1: All men are brave.
Premise 2: All men face their fears.
Conclusion: Men face their fears because they are brave.
A:","[' Yes', ' No']",1
904,"Q: Does the conclusion follow from the premises?
Premise 1: All men are scared.
Premise 2: All men hide.
Conclusion: Men hide because they are scared.
A:","[' Yes', ' No']",1
905,"Q: Does the conclusion follow from the premises?
Premise 1: All men are smart.
Premise 2: All men have good ideas.
Conclusion: Men have good ideas because they are smart.
A:","[' Yes', ' No']",1
906,"Q: Does the conclusion follow from the premises?
Premise 1: All men are lazy.
Premise 2: All men do nothing.
Conclusion: Men do nothing because they are lazy.
A:","[' Yes', ' No']",1
907,"Q: Does the conclusion follow from the premises?
Premise 1: All men are busy.
Premise 2: All men have no time.
Conclusion: Men have no time because they are busy.
A:","[' Yes', ' No']",1
908,"Q: Does the conclusion follow from the premises?
Premise 1: All men are in a rush.
Premise 2: All men late.
Conclusion: Men late because they are in a rush.
A:","[' Yes', ' No']",1
909,"Q: Does the conclusion follow from the premises?
Premise 1: All men are conscientious.
Premise 2: All men arrive on time.
Conclusion: Men arrive on time because they are conscientious.
A:","[' Yes', ' No']",1
910,"Q: Does the conclusion follow from the premises?
Premise 1: All women are ambitious.
Premise 2: All women study hard.
Conclusion: Women study hard because they are ambitious.
A:","[' Yes', ' No']",1
911,"Q: Does the conclusion follow from the premises?
Premise 1: All women are friendly.
Premise 2: All women smile.
Conclusion: Women smile because they are friendly.
A:","[' Yes', ' No']",1
912,"Q: Does the conclusion follow from the premises?
Premise 1: All women are angry.
Premise 2: All women frown.
Conclusion: Women frown because they are angry.
A:","[' Yes', ' No']",1
913,"Q: Does the conclusion follow from the premises?
Premise 1: All women are brave.
Premise 2: All women face their fears.
Conclusion: Women face their fears because they are brave.
A:","[' Yes', ' No']",1
914,"Q: Does the conclusion follow from the premises?
Premise 1: All women are scared.
Premise 2: All women hide.
Conclusion: Women hide because they are scared.
A:","[' Yes', ' No']",1
915,"Q: Does the conclusion follow from the premises?
Premise 1: All women are smart.
Premise 2: All women have good ideas.
Conclusion: Women have good ideas because they are smart.
A:","[' Yes', ' No']",1
916,"Q: Does the conclusion follow from the premises?
Premise 1: All women are lazy.
Premise 2: All women do nothing.
Conclusion: Women do nothing because they are lazy.
A:","[' Yes', ' No']",1
917,"Q: Does the conclusion follow from the premises?
Premise 1: All women are busy.
Premise 2: All women have no time.
Conclusion: Women have no time because they are busy.
A:","[' Yes', ' No']",1
918,"Q: Does the conclusion follow from the premises?
Premise 1: All women are in a rush.
Premise 2: All women late.
Conclusion: Women late because they are in a rush.
A:","[' Yes', ' No']",1
919,"Q: Does the conclusion follow from the premises?
Premise 1: All women are conscientious.
Premise 2: All women arrive on time.
Conclusion: Women arrive on time because they are conscientious.
A:","[' Yes', ' No']",1
920,"Q: Does the conclusion follow from the premises?
Premise 1: All children are ambitious.
Premise 2: All children study hard.
Conclusion: Children study hard because they are ambitious.
A:","[' Yes', ' No']",1
921,"Q: Does the conclusion follow from the premises?
Premise 1: All children are friendly.
Premise 2: All children smile.
Conclusion: Children smile because they are friendly.
A:","[' Yes', ' No']",1
922,"Q: Does the conclusion follow from the premises?
Premise 1: All children are angry.
Premise 2: All children frown.
Conclusion: Children frown because they are angry.
A:","[' Yes', ' No']",1
923,"Q: Does the conclusion follow from the premises?
Premise 1: All children are brave.
Premise 2: All children face their fears.
Conclusion: Children face their fears because they are brave.
A:","[' Yes', ' No']",1
924,"Q: Does the conclusion follow from the premises?
Premise 1: All children are scared.
Premise 2: All children hide.
Conclusion: Children hide because they are scared.
A:","[' Yes', ' No']",1
925,"Q: Does the conclusion follow from the premises?
Premise 1: All children are smart.
Premise 2: All children have good ideas.
Conclusion: Children have good ideas because they are smart.
A:","[' Yes', ' No']",1
926,"Q: Does the conclusion follow from the premises?
Premise 1: All children are lazy.
Premise 2: All children do nothing.
Conclusion: Children do nothing because they are lazy.
A:","[' Yes', ' No']",1
927,"Q: Does the conclusion follow from the premises?
Premise 1: All children are busy.
Premise 2: All children have no time.
Conclusion: Children have no time because they are busy.
A:","[' Yes', ' No']",1
928,"Q: Does the conclusion follow from the premises?
Premise 1: All children are in a rush.
Premise 2: All children late.
Conclusion: Children late because they are in a rush.
A:","[' Yes', ' No']",1
929,"Q: Does the conclusion follow from the premises?
Premise 1: All children are conscientious.
Premise 2: All children arrive on time.
Conclusion: Children arrive on time because they are conscientious.
A:","[' Yes', ' No']",1
930,"Q: Does the conclusion follow from the premises?
Premise 1: All teenagers are ambitious.
Premise 2: All teenagers study hard.
Conclusion: Teenagers study hard because they are ambitious.
A:","[' Yes', ' No']",1
931,"Q: Does the conclusion follow from the premises?
Premise 1: All teenagers are friendly.
Premise 2: All teenagers smile.
Conclusion: Teenagers smile because they are friendly.
A:","[' Yes', ' No']",1
932,"Q: Does the conclusion follow from the premises?
Premise 1: All teenagers are angry.
Premise 2: All teenagers frown.
Conclusion: Teenagers frown because they are angry.
A:","[' Yes', ' No']",1
933,"Q: Does the conclusion follow from the premises?
Premise 1: All teenagers are brave.
Premise 2: All teenagers face their fears.
Conclusion: Teenagers face their fears because they are brave.
A:","[' Yes', ' No']",1
934,"Q: Does the conclusion follow from the premises?
Premise 1: All teenagers are scared.
Premise 2: All teenagers hide.
Conclusion: Teenagers hide because they are scared.
A:","[' Yes', ' No']",1
935,"Q: Does the conclusion follow from the premises?
Premise 1: All teenagers are smart.
Premise 2: All teenagers have good ideas.
Conclusion: Teenagers have good ideas because they are smart.
A:","[' Yes', ' No']",1
936,"Q: Does the conclusion follow from the premises?
Premise 1: All teenagers are lazy.
Premise 2: All teenagers do nothing.
Conclusion: Teenagers do nothing because they are lazy.
A:","[' Yes', ' No']",1
937,"Q: Does the conclusion follow from the premises?
Premise 1: All teenagers are busy.
Premise 2: All teenagers have no time.
Conclusion: Teenagers have no time because they are busy.
A:","[' Yes', ' No']",1
938,"Q: Does the conclusion follow from the premises?
Premise 1: All teenagers are in a rush.
Premise 2: All teenagers late.
Conclusion: Teenagers late because they are in a rush.
A:","[' Yes', ' No']",1
939,"Q: Does the conclusion follow from the premises?
Premise 1: All teenagers are conscientious.
Premise 2: All teenagers arrive on time.
Conclusion: Teenagers arrive on time because they are conscientious.
A:","[' Yes', ' No']",1
940,"Q: Does the conclusion follow from the premises?
Premise 1: All adults are ambitious.
Premise 2: All adults study hard.
Conclusion: Adults study hard because they are ambitious.
A:","[' Yes', ' No']",1
941,"Q: Does the conclusion follow from the premises?
Premise 1: All adults are friendly.
Premise 2: All adults smile.
Conclusion: Adults smile because they are friendly.
A:","[' Yes', ' No']",1
942,"Q: Does the conclusion follow from the premises?
Premise 1: All adults are angry.
Premise 2: All adults frown.
Conclusion: Adults frown because they are angry.
A:","[' Yes', ' No']",1
943,"Q: Does the conclusion follow from the premises?
Premise 1: All adults are brave.
Premise 2: All adults face their fears.
Conclusion: Adults face their fears because they are brave.
A:","[' Yes', ' No']",1
944,"Q: Does the conclusion follow from the premises?
Premise 1: All adults are scared.
Premise 2: All adults hide.
Conclusion: Adults hide because they are scared.
A:","[' Yes', ' No']",1
945,"Q: Does the conclusion follow from the premises?
Premise 1: All adults are smart.
Premise 2: All adults have good ideas.
Conclusion: Adults have good ideas because they are smart.
A:","[' Yes', ' No']",1
946,"Q: Does the conclusion follow from the premises?
Premise 1: All adults are lazy.
Premise 2: All adults do nothing.
Conclusion: Adults do nothing because they are lazy.
A:","[' Yes', ' No']",1
947,"Q: Does the conclusion follow from the premises?
Premise 1: All adults are busy.
Premise 2: All adults have no time.
Conclusion: Adults have no time because they are busy.
A:","[' Yes', ' No']",1
948,"Q: Does the conclusion follow from the premises?
Premise 1: All adults are in a rush.
Premise 2: All adults late.
Conclusion: Adults late because they are in a rush.
A:","[' Yes', ' No']",1
949,"Q: Does the conclusion follow from the premises?
Premise 1: All adults are conscientious.
Premise 2: All adults arrive on time.
Conclusion: Adults arrive on time because they are conscientious.
A:","[' Yes', ' No']",1
950,"Q: Does the conclusion follow from the premises?
Premise 1: All humans are ambitious.
Premise 2: All humans study hard.
Conclusion: Humans study hard because they are ambitious.
A:","[' Yes', ' No']",1
951,"Q: Does the conclusion follow from the premises?
Premise 1: All humans are friendly.
Premise 2: All humans smile.
Conclusion: Humans smile because they are friendly.
A:","[' Yes', ' No']",1
952,"Q: Does the conclusion follow from the premises?
Premise 1: All humans are angry.
Premise 2: All humans frown.
Conclusion: Humans frown because they are angry.
A:","[' Yes', ' No']",1
953,"Q: Does the conclusion follow from the premises?
Premise 1: All humans are brave.
Premise 2: All humans face their fears.
Conclusion: Humans face their fears because they are brave.
A:","[' Yes', ' No']",1
954,"Q: Does the conclusion follow from the premises?
Premise 1: All humans are scared.
Premise 2: All humans hide.
Conclusion: Humans hide because they are scared.
A:","[' Yes', ' No']",1
955,"Q: Does the conclusion follow from the premises?
Premise 1: All humans are smart.
Premise 2: All humans have good ideas.
Conclusion: Humans have good ideas because they are smart.
A:","[' Yes', ' No']",1
956,"Q: Does the conclusion follow from the premises?
Premise 1: All humans are lazy.
Premise 2: All humans do nothing.
Conclusion: Humans do nothing because they are lazy.
A:","[' Yes', ' No']",1
957,"Q: Does the conclusion follow from the premises?
Premise 1: All humans are busy.
Premise 2: All humans have no time.
Conclusion: Humans have no time because they are busy.
A:","[' Yes', ' No']",1
958,"Q: Does the conclusion follow from the premises?
Premise 1: All humans are in a rush.
Premise 2: All humans late.
Conclusion: Humans late because they are in a rush.
A:","[' Yes', ' No']",1
959,"Q: Does the conclusion follow from the premises?
Premise 1: All humans are conscientious.
Premise 2: All humans arrive on time.
Conclusion: Humans arrive on time because they are conscientious.
A:","[' Yes', ' No']",1
960,"Q: Does the conclusion follow from the premises?
Premise 1: All students are ambitious.
Premise 2: All students study hard.
Conclusion: Students study hard because they are ambitious.
A:","[' Yes', ' No']",1
961,"Q: Does the conclusion follow from the premises?
Premise 1: All students are friendly.
Premise 2: All students smile.
Conclusion: Students smile because they are friendly.
A:","[' Yes', ' No']",1
962,"Q: Does the conclusion follow from the premises?
Premise 1: All students are angry.
Premise 2: All students frown.
Conclusion: Students frown because they are angry.
A:","[' Yes', ' No']",1
963,"Q: Does the conclusion follow from the premises?
Premise 1: All students are brave.
Premise 2: All students face their fears.
Conclusion: Students face their fears because they are brave.
A:","[' Yes', ' No']",1
964,"Q: Does the conclusion follow from the premises?
Premise 1: All students are scared.
Premise 2: All students hide.
Conclusion: Students hide because they are scared.
A:","[' Yes', ' No']",1
965,"Q: Does the conclusion follow from the premises?
Premise 1: All students are smart.
Premise 2: All students have good ideas.
Conclusion: Students have good ideas because they are smart.
A:","[' Yes', ' No']",1
966,"Q: Does the conclusion follow from the premises?
Premise 1: All students are lazy.
Premise 2: All students do nothing.
Conclusion: Students do nothing because they are lazy.
A:","[' Yes', ' No']",1
967,"Q: Does the conclusion follow from the premises?
Premise 1: All students are busy.
Premise 2: All students have no time.
Conclusion: Students have no time because they are busy.
A:","[' Yes', ' No']",1
968,"Q: Does the conclusion follow from the premises?
Premise 1: All students are in a rush.
Premise 2: All students late.
Conclusion: Students late because they are in a rush.
A:","[' Yes', ' No']",1
969,"Q: Does the conclusion follow from the premises?
Premise 1: All students are conscientious.
Premise 2: All students arrive on time.
Conclusion: Students arrive on time because they are conscientious.
A:","[' Yes', ' No']",1
970,"Q: Does the conclusion follow from the premises?
Premise 1: All boys are ambitious.
Premise 2: All boys study hard.
Conclusion: Boys study hard because they are ambitious.
A:","[' Yes', ' No']",1
971,"Q: Does the conclusion follow from the premises?
Premise 1: All boys are friendly.
Premise 2: All boys smile.
Conclusion: Boys smile because they are friendly.
A:","[' Yes', ' No']",1
972,"Q: Does the conclusion follow from the premises?
Premise 1: All boys are angry.
Premise 2: All boys frown.
Conclusion: Boys frown because they are angry.
A:","[' Yes', ' No']",1
973,"Q: Does the conclusion follow from the premises?
Premise 1: All boys are brave.
Premise 2: All boys face their fears.
Conclusion: Boys face their fears because they are brave.
A:","[' Yes', ' No']",1
974,"Q: Does the conclusion follow from the premises?
Premise 1: All boys are scared.
Premise 2: All boys hide.
Conclusion: Boys hide because they are scared.
A:","[' Yes', ' No']",1
975,"Q: Does the conclusion follow from the premises?
Premise 1: All boys are smart.
Premise 2: All boys have good ideas.
Conclusion: Boys have good ideas because they are smart.
A:","[' Yes', ' No']",1
976,"Q: Does the conclusion follow from the premises?
Premise 1: All boys are lazy.
Premise 2: All boys do nothing.
Conclusion: Boys do nothing because they are lazy.
A:","[' Yes', ' No']",1
977,"Q: Does the conclusion follow from the premises?
Premise 1: All boys are busy.
Premise 2: All boys have no time.
Conclusion: Boys have no time because they are busy.
A:","[' Yes', ' No']",1
978,"Q: Does the conclusion follow from the premises?
Premise 1: All boys are in a rush.
Premise 2: All boys late.
Conclusion: Boys late because they are in a rush.
A:","[' Yes', ' No']",1
979,"Q: Does the conclusion follow from the premises?
Premise 1: All boys are conscientious.
Premise 2: All boys arrive on time.
Conclusion: Boys arrive on time because they are conscientious.
A:","[' Yes', ' No']",1
980,"Q: Does the conclusion follow from the premises?
Premise 1: All girls are ambitious.
Premise 2: All girls study hard.
Conclusion: Girls study hard because they are ambitious.
A:","[' Yes', ' No']",1
981,"Q: Does the conclusion follow from the premises?
Premise 1: All girls are friendly.
Premise 2: All girls smile.
Conclusion: Girls smile because they are friendly.
A:","[' Yes', ' No']",1
982,"Q: Does the conclusion follow from the premises?
Premise 1: All girls are angry.
Premise 2: All girls frown.
Conclusion: Girls frown because they are angry.
A:","[' Yes', ' No']",1
983,"Q: Does the conclusion follow from the premises?
Premise 1: All girls are brave.
Premise 2: All girls face their fears.
Conclusion: Girls face their fears because they are brave.
A:","[' Yes', ' No']",1
984,"Q: Does the conclusion follow from the premises?
Premise 1: All girls are scared.
Premise 2: All girls hide.
Conclusion: Girls hide because they are scared.
A:","[' Yes', ' No']",1
985,"Q: Does the conclusion follow from the premises?
Premise 1: All girls are smart.
Premise 2: All girls have good ideas.
Conclusion: Girls have good ideas because they are smart.
A:","[' Yes', ' No']",1
986,"Q: Does the conclusion follow from the premises?
Premise 1: All girls are lazy.
Premise 2: All girls do nothing.
Conclusion: Girls do nothing because they are lazy.
A:","[' Yes', ' No']",1
987,"Q: Does the conclusion follow from the premises?
Premise 1: All girls are busy.
Premise 2: All girls have no time.
Conclusion: Girls have no time because they are busy.
A:","[' Yes', ' No']",1
988,"Q: Does the conclusion follow from the premises?
Premise 1: All girls are in a rush.
Premise 2: All girls late.
Conclusion: Girls late because they are in a rush.
A:","[' Yes', ' No']",1
989,"Q: Does the conclusion follow from the premises?
Premise 1: All girls are conscientious.
Premise 2: All girls arrive on time.
Conclusion: Girls arrive on time because they are conscientious.
A:","[' Yes', ' No']",1
990,"Q: Does the conclusion follow from the premises?
Premise 1: All people are ambitious.
Premise 2: All people study hard.
Conclusion: People study hard because they are ambitious.
A:","[' Yes', ' No']",1
991,"Q: Does the conclusion follow from the premises?
Premise 1: All people are friendly.
Premise 2: All people smile.
Conclusion: People smile because they are friendly.
A:","[' Yes', ' No']",1
992,"Q: Does the conclusion follow from the premises?
Premise 1: All people are angry.
Premise 2: All people frown.
Conclusion: People frown because they are angry.
A:","[' Yes', ' No']",1
993,"Q: Does the conclusion follow from the premises?
Premise 1: All people are brave.
Premise 2: All people face their fears.
Conclusion: People face their fears because they are brave.
A:","[' Yes', ' No']",1
994,"Q: Does the conclusion follow from the premises?
Premise 1: All people are scared.
Premise 2: All people hide.
Conclusion: People hide because they are scared.
A:","[' Yes', ' No']",1
